t_opn,state,l,collateral,pnl,close,t_hours,cost_rate,pool,position_id,perp_share,perp_t_max,ret,liq,t_max,lp_cls,x
2024-12-15 00:05:00,lowvol,30.0,30.727805701973576,-3.0491753369443644,t_max,12.0,1.106201005271049,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,875855_0x16d7ef5053f80736913e68acaaf01d6fc515ef00,0.05,12,-0.09923179567451258,0,1,0,1
2024-12-15 12:06:00,lowvol,30.0,30.62085948735813,-18.47040137165132,t_max,12.0,1.1023509415448927,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,875855_0x16d7ef5053f80736913e68acaaf01d6fc515ef00,0.05,12,-0.6031966992721696,0,1,0,1
2024-12-16 03:41:00,midvol,25.0,29.930872347110494,0.5040104392001143,t_max,12.0,0.8979261704133148,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,875855_0x16d7ef5053f80736913e68acaaf01d6fc515ef00,0.05,12,0.01683914966978138,0,1,0,1
2024-12-16 15:42:00,highvol,20.0,29.93002735102823,-13.924419266412798,t_max,12.0,0.7183206564246776,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,875855_0x16d7ef5053f80736913e68acaaf01d6fc515ef00,0.05,12,-0.46523242705738566,0,1,0,1
2024-12-17 15:25:00,highvol,20.0,29.257789769337116,10.660234361653295,t_max,12.0,0.7021869544640907,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,875855_0x16d7ef5053f80736913e68acaaf01d6fc515ef00,0.05,12,0.36435542280181,0,1,0,1
2024-12-18 09:23:00,midvol,25.0,29.510615242534097,34.11715333716876,t_max,12.0,0.8853184572760229,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,875855_0x16d7ef5053f80736913e68acaaf01d6fc515ef00,0.05,12,1.156097663731361,0,1,0,1
2025-02-01 00:07:00,highvol,20.0,96.4726116270146,24.75732160844278,t_max,12.0,2.3153426790483507,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,919725_0x1713eaa626a23f168fc8316e8a92c636170dfb94,0.05,12,0.25662539026268205,0,1,0,1
2025-01-21 21:15:00,highvol,20.0,2.271667811500013,0.1471661917742989,t_max,12.0,0.05452002747600031,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,0.06478332396545386,0,1,0,1
2025-01-22 11:53:00,lowvol,30.0,2.281615463250221,1.6770407562704712,t_max,12.0,0.08213815667700795,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,0.7350234004293971,0,1,0,1
2025-01-23 22:58:00,highvol,20.0,2.369774852113693,-1.3482447348902866,t_max,12.0,0.056874596450728634,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,-0.5689336831672999,0,1,0,1
2025-01-24 14:08:00,highvol,20.0,2.325324046892341,1.2035335563128131,t_max,12.0,0.05580777712541618,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,0.5175767041678622,0,1,0,1
2025-01-25 03:47:00,midvol,25.0,2.361769589274915,-0.20056207053792108,t_max,12.0,0.07085308767824745,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,-0.08492025278363224,0,1,0,1
2025-01-25 15:48:00,midvol,25.0,2.3591507737096338,-0.36250923898640536,t_max,12.0,0.07077452321128902,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,-0.15366090333276142,0,1,0,1
2025-01-26 03:49:00,lowvol,30.0,2.346945579024179,0.5242921592250225,t_max,12.0,0.08449004084487045,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,0.22339340285982023,0,1,0,1
2025-01-26 17:12:00,highvol,20.0,2.362154263915688,2.3580538642774447,t_max,12.0,0.05669170233397651,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,0.9982641270721049,0,1,0,1
2025-01-31 11:25:00,midvol,25.0,2.4918520218155877,0.3020244739694586,t_max,12.0,0.07475556065446763,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,912832_0x173341948eb9a9ca62814c7296f4a8929a45f9d9,0.05,12,0.12120481927710965,0,1,0,1
